tag_id,utc,lat,dir1,lon,dir2,lat2,dir3,lon2,dir4,Day of Year,Depth (m),Distance (km),Cummulative (km),Hours,Cummulative (days),Speed (kph)
165535a,8/03/2017 10:55,-21.689,S,114.754,E,-21.689,S,114.754,E,67,-17.2,0.46,4405.34,2.03,99.45,0.23
165535a,8/03/2017 10:55,-21.704,S,114.758,E,-21.704,S,114.758,E,67,-8.48,1.72,4407.06,0,99.45,0
165535a,8/03/2017 12:30,-21.707,S,114.759,E,-21.707,S,114.759,E,67,-6.91,0.35,4407.41,1.59,99.52,0.22
165535a,8/03/2017 13:13,-21.706,S,114.757,E,-21.706,S,114.757,E,67,-7.49,0.23,4407.64,0.71,99.55,0.32
165535a,8/03/2017 14:55,-21.702,S,114.76,E,-21.702,S,114.76,E,67,-9.39,0.54,4408.18,1.7,99.62,0.32
165535a,8/03/2017 18:22,-21.704,S,114.766,E,-21.704,S,114.766,E,67,-8.11,0.66,4408.84,3.46,99.77,0.19
165535a,8/03/2017 20:07,-21.721,S,114.787,E,-21.721,S,114.787,E,67,-4.4,2.88,4411.72,1.75,99.84,1.65
165535a,8/03/2017 23:16,-21.71,S,114.8,E,-21.71,S,114.8,E,67,-9.8,1.82,4413.54,3.14,99.97,0.58
165535a,8/03/2017 23:43,-21.703,S,114.804,E,-21.703,S,114.804,E,67,-12.98,0.88,4414.42,0.46,99.99,1.92
165535a,9/03/2017 8:43,-21.707,S,114.843,E,-21.707,S,114.843,E,68,-10.24,4.06,4418.48,9,100.36,0.45
165535a,9/03/2017 10:25,-21.704,S,114.829,E,-21.704,S,114.829,E,68,-13.14,1.49,4419.97,1.7,100.43,0.88
165535a,9/03/2017 19:57,-21.697,S,114.773,E,-21.697,S,114.773,E,68,-11.93,5.84,4425.81,9.55,100.83,0.61
165535a,9/03/2017 21:19,-21.7,S,114.775,E,-21.7,S,114.775,E,68,-10.5,0.39,4426.2,1.36,100.89,0.29
165535a,9/03/2017 22:52,-21.697,S,114.778,E,-21.697,S,114.778,E,68,-12.18,0.46,4426.66,1.54,100.95,0.3
165535a,9/03/2017 22:52,-21.703,S,114.773,E,-21.703,S,114.773,E,68,-9.08,0.84,4427.5,0,100.95,0
165535a,9/03/2017 23:38,-21.7,S,114.772,E,-21.7,S,114.772,E,68,-10.32,0.35,4427.85,0.78,100.99,0.45
165535a,10/03/2017 0:04,-21.7,S,114.773,E,-21.7,S,114.773,E,69,-10.38,0.1,4427.95,0.42,101,0.24
165535a,10/03/2017 1:49,-21.699,S,114.774,E,-21.699,S,114.774,E,69,-10.95,0.15,4428.1,1.75,101.08,0.09
165535a,10/03/2017 8:33,-21.697,S,114.787,E,-21.697,S,114.787,E,69,-13.06,1.36,4429.46,6.73,101.36,0.2
165535a,10/03/2017 10:27,-21.701,S,114.789,E,-21.701,S,114.789,E,69,-11.64,0.49,4429.95,1.89,101.44,0.26
165535a,10/03/2017 18:03,-21.718,S,114.801,E,-21.718,S,114.801,E,69,-6.74,2.26,4432.21,7.61,101.75,0.3
165535a,10/03/2017 20:48,-21.736,S,114.783,E,-21.736,S,114.783,E,69,-0.65,2.73,4434.94,2.75,101.87,0.99
165535a,10/03/2017 22:11,-21.735,S,114.782,E,-21.735,S,114.782,E,69,-0.66,0.15,4435.09,1.38,101.92,0.11
165535a,10/03/2017 22:29,-21.714,S,114.783,E,-21.714,S,114.783,E,69,-5.91,2.34,4437.43,0.3,101.94,7.71
165535a,10/03/2017 23:29,-21.717,S,114.781,E,-21.717,S,114.781,E,69,-4.5,0.39,4437.82,0.99,101.98,0.39
165535a,11/03/2017 1:27,-21.698,S,114.791,E,-21.698,S,114.791,E,70,-13.28,2.35,4440.17,1.97,102.06,1.19
165535a,11/03/2017 3:02,-21.694,S,114.793,E,-21.694,S,114.793,E,70,-15.41,0.49,4440.66,1.58,102.13,0.31
165535a,11/03/2017 6:36,-21.699,S,114.793,E,-21.699,S,114.793,E,70,-13.19,0.56,4441.22,3.57,102.28,0.16
165535a,11/03/2017 9:24,-21.699,S,114.792,E,-21.699,S,114.792,E,70,-13.01,0.1,4441.32,2.8,102.39,0.04
165535a,11/03/2017 13:53,-21.703,S,114.793,E,-21.703,S,114.793,E,70,-11.56,0.46,4441.78,4.49,102.58,0.1
165535a,11/03/2017 15:32,-21.702,S,114.795,E,-21.702,S,114.795,E,70,-12.3,0.23,4442.01,1.65,102.65,0.14
165535a,11/03/2017 17:58,-21.707,S,114.789,E,-21.707,S,114.789,E,70,-9.36,0.83,4442.84,2.44,102.75,0.34
165535a,11/03/2017 19:30,-21.708,S,114.788,E,-21.708,S,114.788,E,70,-8.83,0.15,4442.99,1.54,102.81,0.1
165535a,11/03/2017 21:59,-21.707,S,114.777,E,-21.707,S,114.777,E,70,-7.78,1.14,4444.13,2.48,102.92,0.46
165535a,11/03/2017 23:25,-21.702,S,114.776,E,-21.702,S,114.776,E,70,-9.73,0.57,4444.7,1.42,102.98,0.4
165535a,12/03/2017 1:08,-21.696,S,114.778,E,-21.696,S,114.778,E,71,-12.68,0.7,4445.4,1.72,103.05,0.41
165535a,12/03/2017 1:54,-21.696,S,114.781,E,-21.696,S,114.781,E,71,-12.81,0.31,4445.71,0.78,103.08,0.4
165535a,12/03/2017 2:39,-21.692,S,114.78,E,-21.692,S,114.78,E,71,-14.74,0.46,4446.17,0.09,103.08,5.39
165535a,12/03/2017 8:49,-21.707,S,114.75,E,-21.707,S,114.75,E,71,-7.22,3.52,4449.69,5.82,103.33,0.6
165535a,12/03/2017 10:34,-21.707,S,114.749,E,-21.707,S,114.749,E,71,-7.49,0.1,4449.79,1.76,103.4,0.06
165535a,12/03/2017 14:25,-21.714,S,114.755,E,-21.714,S,114.755,E,71,-3.39,1,4450.79,3.85,103.56,0.26
165535a,12/03/2017 21:43,-21.712,S,114.743,E,-21.712,S,114.743,E,71,-6.5,1.26,4452.05,7.3,103.86,0.17
165535a,12/03/2017 22:47,-21.713,S,114.747,E,-21.713,S,114.747,E,71,-4.84,0.43,4452.48,1.06,103.91,0.41
165535a,12/03/2017 23:04,-21.715,S,114.75,E,-21.715,S,114.75,E,71,-2.9,0.38,4452.86,0.3,103.92,1.29
165535a,12/03/2017 23:23,-21.715,S,114.75,E,-21.715,S,114.75,E,71,-2.9,0,4452.86,0.32,103.93,0
165535a,13/03/2017 0:41,-21.705,S,114.748,E,-21.705,S,114.748,E,72,-8.82,1.13,4453.99,1.29,103.99,0.87
165535a,13/03/2017 6:14,-21.69,S,114.743,E,-21.69,S,114.743,E,72,-18.68,1.75,4455.74,5.56,104.22,0.31
165535a,13/03/2017 10:10,-21.681,S,114.764,E,-21.681,S,114.764,E,72,-20.2,2.39,4458.13,3.93,104.38,0.61
165535a,13/03/2017 11:45,-21.7,S,114.773,E,-21.7,S,114.773,E,72,-10.38,2.31,4460.44,1.58,104.45,1.46
165535a,13/03/2017 14:49,-21.697,S,114.769,E,-21.697,S,114.769,E,72,-11.73,0.53,4460.97,3.07,104.58,0.17
165535a,13/03/2017 20:53,-21.718,S,114.778,E,-21.718,S,114.778,E,72,-3.75,2.52,4463.49,6.07,104.83,0.42
165535a,13/03/2017 21:18,-21.718,S,114.77,E,-21.718,S,114.77,E,72,-2.34,0.83,4464.32,0.41,104.85,2.03
165535a,14/03/2017 0:28,-21.707,S,114.763,E,-21.707,S,114.763,E,73,-6.77,1.42,4465.74,3.17,104.98,0.45
165535a,14/03/2017 9:31,-21.71,S,114.763,E,-21.71,S,114.763,E,73,-5.29,0.33,4466.07,9.05,105.36,0.04
165535a,14/03/2017 9:40,-21.712,S,114.766,E,-21.712,S,114.766,E,73,-4.25,0.38,4466.45,0.15,105.36,2.61
165535a,14/03/2017 11:07,-21.709,S,114.77,E,-21.709,S,114.77,E,73,-6.1,0.53,4466.98,1.46,105.42,0.36
165535a,14/03/2017 11:21,-21.709,S,114.771,E,-21.709,S,114.771,E,73,-6.22,0.1,4467.08,0.23,105.43,0.43
165535a,14/03/2017 11:21,-21.71,S,114.771,E,-21.71,S,114.771,E,73,-5.77,0.11,4467.19,0,105.43,66
165535a,14/03/2017 14:26,-21.708,S,114.772,E,-21.708,S,114.772,E,73,-6.79,0.25,4467.44,3.08,105.56,0.08
165535a,14/03/2017 23:34,-21.699,S,114.78,E,-21.699,S,114.78,E,73,-11.29,1.3,4468.74,9.12,105.94,0.14
165535a,15/03/2017 3:23,-21.689,S,114.78,E,-21.689,S,114.78,E,74,-16.21,1.11,4469.85,3.83,106.1,0.29
165535a,15/03/2017 10:31,-21.711,S,114.776,E,-21.711,S,114.776,E,74,-6.02,2.48,4472.33,7.14,106.4,0.35
165535a,15/03/2017 10:48,-21.71,S,114.768,E,-21.71,S,114.768,E,74,-5.38,0.83,4473.16,0.27,106.41,3.03
165535a,15/03/2017 11:06,-21.712,S,114.764,E,-21.712,S,114.764,E,74,-4.28,0.47,4473.63,0.3,106.42,1.57
165535a,15/03/2017 20:34,-21.715,S,114.774,E,-21.715,S,114.774,E,74,-4.03,1.09,4474.72,9.47,106.82,0.12
165535a,15/03/2017 21:20,-21.713,S,114.769,E,-21.713,S,114.769,E,74,-4.12,0.56,4475.28,0.77,106.85,0.73
165535a,15/03/2017 22:28,-21.707,S,114.774,E,-21.707,S,114.774,E,74,-7.45,0.84,4476.12,1.12,106.89,0.75
165535a,15/03/2017 23:02,-21.682,S,114.76,E,-21.682,S,114.76,E,74,-20.34,3.14,4479.26,0.57,106.92,5.5
165535a,16/03/2017 2:18,-21.646,S,114.75,E,-21.646,S,114.75,E,75,-30.04,4.14,4483.4,3.28,107.05,1.26
165535a,16/03/2017 7:22,-21.707,S,114.776,E,-21.707,S,114.776,E,75,-7.67,7.3,4490.7,5.06,107.27,1.44
165535a,16/03/2017 10:04,-21.709,S,114.76,E,-21.709,S,114.76,E,75,-5.86,1.67,4492.37,2.7,107.38,0.62
165535a,16/03/2017 10:30,-21.71,S,114.769,E,-21.71,S,114.769,E,75,-5.51,0.94,4493.31,0.43,107.4,2.16
165535a,16/03/2017 10:54,-21.71,S,114.767,E,-21.71,S,114.767,E,75,-5.24,0.21,4493.52,0.39,107.41,0.54
165535a,16/03/2017 11:44,-21.706,S,114.762,E,-21.706,S,114.762,E,75,-7.3,0.68,4494.2,0.83,107.45,0.82
165535a,16/03/2017 18:40,-21.702,S,114.776,E,-21.702,S,114.776,E,75,-9.73,1.51,4495.71,6.93,107.74,0.22
165535a,16/03/2017 20:21,-21.701,S,114.771,E,-21.701,S,114.771,E,75,-9.81,0.53,4496.24,1.68,107.81,0.32
165535a,16/03/2017 22:24,-21.703,S,114.772,E,-21.703,S,114.772,E,75,-9,0.25,4496.49,2.06,107.89,0.12
165535a,16/03/2017 23:17,-21.692,S,114.751,E,-21.692,S,114.751,E,75,-15.71,2.49,4498.98,0.89,107.93,2.81
165535a,16/03/2017 23:51,-21.69,S,114.747,E,-21.69,S,114.747,E,75,-17.72,0.47,4499.45,0.56,107.95,0.84
165535a,17/03/2017 0:56,-21.697,S,114.77,E,-21.697,S,114.77,E,76,-11.78,2.5,4501.95,1.08,108,2.3
165535a,17/03/2017 2:43,-21.693,S,114.767,E,-21.693,S,114.767,E,76,-13.79,0.54,4502.49,1.78,108.07,0.3
165535a,17/03/2017 7:10,-21.698,S,114.769,E,-21.698,S,114.769,E,76,-11.2,0.59,4503.08,4.45,108.26,0.13
165535a,17/03/2017 9:33,-21.712,S,114.768,E,-21.712,S,114.768,E,76,-4.44,1.56,4504.64,2.38,108.36,0.65
165535a,17/03/2017 10:00,-21.713,S,114.768,E,-21.713,S,114.768,E,76,-3.96,0.11,4504.75,0.47,108.38,0.24
165535a,17/03/2017 10:41,-21.717,S,114.766,E,-21.717,S,114.766,E,76,-1.94,0.49,4505.24,0.67,108.4,0.73
165535a,17/03/2017 11:45,-21.713,S,114.771,E,-21.713,S,114.771,E,76,-4.43,0.68,4505.92,1.07,108.45,0.64
165535a,17/03/2017 13:22,-21.714,S,114.771,E,-21.714,S,114.771,E,76,-3.98,0.11,4506.03,1.62,108.52,0.07
165535a,17/03/2017 21:58,-21.7,S,114.765,E,-21.7,S,114.765,E,76,-10.1,1.68,4507.71,8.6,108.87,0.2
165535a,17/03/2017 23:31,-21.7,S,114.765,E,-21.7,S,114.765,E,76,-10.1,0,4507.71,1.56,108.94,0
165535a,18/03/2017 0:41,-21.695,S,114.77,E,-21.695,S,114.77,E,77,-12.84,0.76,4508.47,1.17,108.99,0.65
165535a,18/03/2017 8:38,-21.699,S,114.786,E,-21.699,S,114.786,E,77,-11.95,1.71,4510.18,7.95,109.32,0.22
165535a,18/03/2017 10:39,-21.706,S,114.793,E,-21.706,S,114.793,E,77,-10.37,1.06,4511.24,2.02,109.4,0.52
165535a,18/03/2017 13:05,-21.719,S,114.803,E,-21.719,S,114.803,E,77,-6.59,1.78,4513.02,2.43,109.5,0.73
165535a,18/03/2017 14:49,-21.719,S,114.814,E,-21.719,S,114.814,E,77,-7.16,1.14,4514.16,1.73,109.58,0.66
165535a,18/03/2017 21:53,-21.733,S,114.835,E,-21.733,S,114.835,E,77,-1.8,2.67,4516.83,7.08,109.87,0.38
165535a,18/03/2017 22:35,-21.73,S,114.82,E,-21.73,S,114.82,E,77,-3.8,1.59,4518.42,0.7,109.9,2.27
165535a,19/03/2017 0:20,-21.697,S,114.775,E,-21.697,S,114.775,E,78,-12.03,5.93,4524.35,1.74,109.97,3.41
165535a,19/03/2017 2:02,-21.688,S,114.765,E,-21.688,S,114.765,E,78,-16.65,1.44,4525.79,1.72,110.04,0.84
165535a,19/03/2017 10:15,-21.686,S,114.772,E,-21.686,S,114.772,E,78,-17.61,0.76,4526.55,8.21,110.39,0.09
165535a,19/03/2017 12:03,-21.705,S,114.76,E,-21.705,S,114.76,E,78,-7.88,2.45,4529,1.8,110.46,1.36
165535a,19/03/2017 12:48,-21.721,S,114.774,E,-21.721,S,114.774,E,78,-2.43,2.3,4531.3,0.75,110.49,3.08
165535a,19/03/2017 13:36,-21.711,S,114.743,E,-21.711,S,114.743,E,78,-7.02,3.39,4534.69,0.81,110.53,4.18
165535a,19/03/2017 14:23,-21.716,S,114.768,E,-21.716,S,114.768,E,78,-2.55,2.64,4537.33,0.77,110.56,3.41
165535a,19/03/2017 22:05,-21.717,S,114.762,E,-21.717,S,114.762,E,78,-1.95,0.63,4537.96,7.71,110.88,0.08
165535a,19/03/2017 22:35,-21.713,S,114.753,E,-21.713,S,114.753,E,78,-3.94,1.03,4538.99,0.5,110.9,2.08
165535a,19/03/2017 23:43,-21.712,S,114.748,E,-21.712,S,114.748,E,78,-5.09,0.53,4539.52,1.13,110.95,0.47
165535a,20/03/2017 14:11,-21.738,S,114.687,E,-21.738,S,114.687,E,79,-12.78,6.94,4546.46,14.46,111.55,0.48
165535a,20/03/2017 22:04,-21.732,S,114.665,E,-21.732,S,114.665,E,79,-17.28,2.37,4548.83,7.89,111.88,0.3
165535a,20/03/2017 23:42,-21.686,S,114.778,E,-21.686,S,114.778,E,79,-17.67,12.76,4561.59,1.63,111.95,7.84
165535a,21/03/2017 8:00,-21.628,S,114.919,E,-21.628,S,114.919,E,80,-5.66,15.95,4577.54,8.3,112.29,1.92
165535a,21/03/2017 9:14,-21.684,S,114.802,E,-21.684,S,114.802,E,80,-21.07,13.62,4591.16,1.24,112.34,11.02
165535a,21/03/2017 19:23,-21.706,S,114.702,E,-21.706,S,114.702,E,80,-17.04,10.63,4601.79,10.15,112.77,1.05
165535a,22/03/2017 11:16,-21.808,S,114.67,E,-21.808,S,114.67,E,81,-4.7,11.83,4613.62,15.88,113.43,0.75
165535a,22/03/2017 14:59,-21.712,S,114.768,E,-21.712,S,114.768,E,81,-4.44,14.73,4628.35,3.72,113.58,3.95
165535a,23/03/2017 2:16,-21.697,S,114.762,E,-21.697,S,114.762,E,82,-11.95,1.78,4630.13,11.28,114.05,0.16
165535a,23/03/2017 9:20,-21.709,S,114.768,E,-21.709,S,114.768,E,82,-5.85,1.47,4631.6,7.07,114.35,0.21
165535a,23/03/2017 14:47,-21.706,S,114.771,E,-21.706,S,114.771,E,82,-7.57,0.46,4632.06,5.44,114.57,0.08
165535a,23/03/2017 19:04,-21.709,S,114.77,E,-21.709,S,114.77,E,82,-6.1,0.35,4632.41,4.3,114.75,0.08
165535a,23/03/2017 22:01,-21.709,S,114.764,E,-21.709,S,114.764,E,82,-5.75,0.62,4633.03,2.95,114.88,0.21
165535a,23/03/2017 22:08,-21.71,S,114.77,E,-21.71,S,114.77,E,82,-5.64,0.63,4633.66,0.11,114.88,5.95
165535a,24/03/2017 11:02,-21.712,S,114.769,E,-21.712,S,114.769,E,83,-4.58,0.25,4633.91,12.91,115.42,0.02
165535a,24/03/2017 23:16,-21.709,S,114.759,E,-21.709,S,114.759,E,83,-5.89,1.09,4635,12.22,115.93,0.09
165535a,25/03/2017 1:40,-21.711,S,114.757,E,-21.711,S,114.757,E,84,-4.92,0.3,4635.3,2.4,116.03,0.12
165535a,25/03/2017 10:28,-21.611,S,114.733,E,-21.611,S,114.733,E,84,-16.51,11.41,4646.71,8.8,116.39,1.3
165535a,25/03/2017 11:43,-21.603,S,114.717,E,-21.603,S,114.717,E,84,-10.57,1.88,4648.59,1.25,116.45,1.51
165535a,25/03/2017 14:09,-21.58,S,114.7,E,-21.58,S,114.7,E,84,-20.2,3.11,4651.7,2.43,116.55,1.28
165535a,25/03/2017 18:38,-21.615,S,114.659,E,-21.615,S,114.659,E,84,2.85,5.76,4657.46,4.48,116.73,1.28
165535a,25/03/2017 22:15,-21.605,S,114.668,E,-21.605,S,114.668,E,84,1.38,1.45,4658.91,3.62,116.89,0.4
165535a,25/03/2017 23:48,-21.606,S,114.666,E,-21.606,S,114.666,E,84,1.75,0.24,4659.15,1.55,116.95,0.15
165535a,26/03/2017 1:12,-21.615,S,114.668,E,-21.615,S,114.668,E,85,2.63,1.02,4660.17,1.4,117.01,0.73
165535a,26/03/2017 7:02,-21.616,S,114.647,E,-21.616,S,114.647,E,85,2.09,2.18,4662.35,5.83,117.25,0.37
165535a,26/03/2017 8:47,-21.606,S,114.662,E,-21.606,S,114.662,E,85,1.9,1.91,4664.26,1.76,117.32,1.08
165535a,26/03/2017 9:38,-21.605,S,114.66,E,-21.605,S,114.66,E,85,1.88,0.24,4664.5,0.84,117.36,0.29
165535a,26/03/2017 11:25,-21.604,S,114.658,E,-21.604,S,114.658,E,85,1.88,0.24,4664.74,1.79,117.43,0.13
165535a,26/03/2017 15:18,-21.606,S,114.662,E,-21.606,S,114.662,E,85,1.9,0.47,4665.21,3.88,117.6,0.12
165535a,26/03/2017 22:02,-21.598,S,114.65,E,-21.598,S,114.65,E,85,1.04,1.53,4666.74,6.73,117.88,0.23
165535a,26/03/2017 22:13,-21.602,S,114.655,E,-21.602,S,114.655,E,85,1.86,0.68,4667.42,0.19,117.88,3.66
165535a,26/03/2017 22:27,-21.601,S,114.655,E,-21.601,S,114.655,E,85,1.78,0.11,4667.53,0.23,117.89,0.48
165535a,26/03/2017 23:42,-21.606,S,114.661,E,-21.606,S,114.661,E,85,1.94,0.83,4668.36,1.25,117.95,0.67
165535a,27/03/2017 0:57,-21.606,S,114.662,E,-21.606,S,114.662,E,86,1.9,0.1,4668.46,1.26,118,0.08
165535a,27/03/2017 1:46,-21.621,S,114.661,E,-21.621,S,114.661,E,86,1.96,1.67,4670.13,0.81,118.03,2.06
165535a,27/03/2017 2:33,-21.612,S,114.636,E,-21.612,S,114.636,E,86,-0.54,2.77,4672.9,0.79,118.06,3.53
165535a,27/03/2017 12:11,-21.615,S,114.542,E,-21.615,S,114.542,E,86,-22.12,9.73,4682.63,9.63,118.47,1.01
165535a,27/03/2017 14:20,-21.609,S,114.54,E,-21.609,S,114.54,E,86,-21.4,0.7,4683.33,2.14,118.56,0.33
165535a,27/03/2017 15:00,-21.599,S,114.57,E,-21.599,S,114.57,E,86,-26.64,3.3,4686.63,0.67,118.58,4.9
165535a,27/03/2017 23:41,-21.578,S,114.585,E,-21.578,S,114.585,E,86,-30.92,2.81,4689.44,8.69,118.95,0.32
165535a,28/03/2017 2:16,-21.61,S,114.59,E,-21.61,S,114.59,E,87,-23.12,3.6,4693.04,2.58,119.05,1.4
165535a,28/03/2017 6:41,-21.602,S,114.598,E,-21.602,S,114.598,E,87,-16,1.22,4694.26,4.42,119.24,0.28
165535a,28/03/2017 14:42,-21.596,S,114.613,E,-21.596,S,114.613,E,87,-6.1,1.69,4695.95,8.02,119.57,0.21
165535a,28/03/2017 18:03,-21.6,S,114.599,E,-21.6,S,114.599,E,87,-14.6,1.52,4697.47,3.34,119.71,0.45
165535a,28/03/2017 23:15,-21.594,S,114.56,E,-21.594,S,114.56,E,87,-27.78,4.09,4701.56,5.21,119.93,0.78
165535a,29/03/2017 1:47,-21.595,S,114.557,E,-21.595,S,114.557,E,88,-27.21,0.33,4701.89,2.53,120.03,0.13
165535a,29/03/2017 6:37,-21.589,S,114.555,E,-21.589,S,114.555,E,88,-28.7,0.7,4702.59,4.83,120.23,0.15
165535a,29/03/2017 8:10,-21.594,S,114.551,E,-21.594,S,114.551,E,88,-26.9,0.69,4703.28,1.55,120.3,0.45
165535a,29/03/2017 10:00,-21.604,S,114.48,E,-21.604,S,114.48,E,88,-12.72,7.43,4710.71,1.84,120.38,4.04
165535a,29/03/2017 10:00,-21.605,S,114.48,E,-21.605,S,114.48,E,88,-12.6,0.11,4710.82,0,120.38,0
165535a,29/03/2017 11:40,-21.606,S,114.459,E,-21.606,S,114.459,E,88,-22.86,2.18,4713,1.67,120.44,1.3
165535a,29/03/2017 11:40,-21.605,S,114.459,E,-21.605,S,114.459,E,88,-23.33,0.11,4713.11,0,120.44,0
165535a,29/03/2017 14:14,-21.617,S,114.475,E,-21.617,S,114.475,E,88,-13.05,2.13,4715.24,2.57,120.55,0.83
165535a,29/03/2017 22:20,-21.6,S,114.432,E,-21.6,S,114.432,E,88,-34.08,4.84,4720.08,8.09,120.89,0.6
165535a,30/03/2017 0:02,-21.606,S,114.422,E,-21.606,S,114.422,E,89,-29.38,1.23,4721.31,1.7,120.96,0.73
165535a,30/03/2017 1:26,-21.599,S,114.423,E,-21.599,S,114.423,E,89,-35.81,0.79,4722.1,1.41,121.02,0.56
165535a,30/03/2017 6:20,-21.637,S,114.436,E,-21.637,S,114.436,E,89,-13.55,4.44,4726.54,4.89,121.22,0.91
165535a,30/03/2017 8:02,-21.629,S,114.429,E,-21.629,S,114.429,E,89,-15.11,1.15,4727.69,1.7,121.29,0.68
165535a,30/03/2017 11:12,-21.616,S,114.44,E,-21.616,S,114.44,E,89,-21.65,1.84,4729.53,3.18,121.43,0.58
165535a,30/03/2017 14:04,-21.617,S,114.422,E,-21.617,S,114.422,E,89,-19.79,1.87,4731.4,2.85,121.54,0.66
165535a,30/03/2017 15:36,-21.599,S,114.44,E,-21.599,S,114.44,E,89,-33.41,2.74,4734.14,1.54,121.61,1.78
165535a,30/03/2017 21:45,-21.579,S,114.445,E,-21.579,S,114.445,E,89,-51.94,2.29,4736.43,6.15,121.87,0.37
165535a,30/03/2017 22:27,-21.581,S,114.45,E,-21.581,S,114.45,E,89,-47.52,0.56,4736.99,0.69,121.89,0.81
165535a,30/03/2017 22:59,-21.579,S,114.452,E,-21.579,S,114.452,E,89,-48.57,0.3,4737.29,0.53,121.92,0.56
165535a,30/03/2017 23:27,-21.582,S,114.457,E,-21.582,S,114.457,E,89,-42.63,0.62,4737.91,0.48,121.94,1.29
165535a,31/03/2017 1:15,-21.573,S,114.461,E,-21.573,S,114.461,E,90,-49.81,1.08,4738.99,1.79,122.01,0.6
165535a,31/03/2017 2:07,-21.581,S,114.48,E,-21.581,S,114.48,E,90,-29.8,2.16,4741.15,0.87,122.05,2.49
165535a,31/03/2017 20:48,-21.566,S,114.513,E,-21.566,S,114.513,E,90,-36.92,3.8,4744.95,18.69,122.83,0.2
165535a,31/03/2017 23:42,-21.567,S,114.523,E,-21.567,S,114.523,E,90,-36.48,1.04,4745.99,2.9,122.95,0.36
165535a,1/04/2017 0:52,-21.575,S,114.515,E,-21.575,S,114.515,E,91,-28.4,1.22,4747.21,1.17,122.99,1.05
165535a,1/04/2017 2:32,-21.62,S,114.492,E,-21.62,S,114.492,E,91,-9.34,5.55,4752.76,1.68,123.06,3.31
165535a,1/04/2017 7:43,-21.651,S,114.477,E,-21.651,S,114.477,E,91,-20.27,3.78,4756.54,5.18,123.28,0.73
165535a,1/04/2017 9:21,-21.637,S,114.477,E,-21.637,S,114.477,E,91,-16.37,1.56,4758.1,1.63,123.35,0.96
165535a,1/04/2017 10:04,-21.609,S,114.478,E,-21.609,S,114.478,E,91,-13.12,3.12,4761.22,0.72,123.38,4.31
165535a,1/04/2017 21:38,-21.57,S,114.501,E,-21.57,S,114.501,E,91,-33.19,4.95,4766.17,11.55,123.86,0.43
165535a,1/04/2017 22:23,-21.619,S,114.481,E,-21.619,S,114.481,E,91,-11.44,5.83,4772,0.76,123.89,7.7
165535a,1/04/2017 22:24,-21.582,S,114.462,E,-21.582,S,114.462,E,91,-39.9,4.56,4776.56,0.01,123.89,349.28
165535a,2/04/2017 0:08,-21.599,S,114.454,E,-21.599,S,114.454,E,92,-28.97,2.07,4778.63,1.73,123.96,1.2
165535a,2/04/2017 0:33,-21.593,S,114.457,E,-21.593,S,114.457,E,92,-32.76,0.74,4779.37,0.42,123.98,1.76
165535a,2/04/2017 10:03,-21.603,S,114.466,E,-21.603,S,114.466,E,92,-21.21,1.45,4780.82,9.5,124.38,0.15
165535a,2/04/2017 12:45,-21.622,S,114.436,E,-21.622,S,114.436,E,92,-19.32,3.76,4784.58,2.71,124.49,1.39
165535a,2/04/2017 13:54,-21.619,S,114.448,E,-21.619,S,114.448,E,92,-19.61,1.29,4785.87,1.15,124.54,1.12
165535a,2/04/2017 14:35,-21.603,S,114.451,E,-21.603,S,114.451,E,92,-27.76,1.81,4787.68,0.68,124.57,2.67
165535a,2/04/2017 21:54,-21.595,S,114.446,E,-21.595,S,114.446,E,92,-35.68,1.03,4788.71,7.31,124.87,0.14
165535a,2/04/2017 22:20,-21.59,S,114.456,E,-21.59,S,114.456,E,92,-35.9,1.18,4789.89,0.43,124.89,2.72
165535a,3/04/2017 0:58,-21.588,S,114.454,E,-21.588,S,114.454,E,93,-38.71,0.3,4790.19,2.63,125,0.11
165535a,3/04/2017 1:46,-21.598,S,114.446,E,-21.598,S,114.446,E,93,-32.85,1.39,4791.58,0.81,125.03,1.72
165535a,3/04/2017 7:11,-21.648,S,114.406,E,-21.648,S,114.406,E,93,-3.77,6.94,4798.52,5.42,125.26,1.28
165535a,3/04/2017 9:02,-21.653,S,114.399,E,-21.653,S,114.399,E,93,-2.22,0.91,4799.43,1.85,125.34,0.49
165535a,3/04/2017 9:39,-21.634,S,114.394,E,-21.634,S,114.394,E,93,-2.15,2.18,4801.61,0.61,125.36,3.55
165535a,3/04/2017 10:51,-21.633,S,114.395,E,-21.633,S,114.395,E,93,-2.69,0.15,4801.76,1.19,125.41,0.13
165535a,3/04/2017 13:33,-21.615,S,114.392,E,-21.615,S,114.392,E,93,-12.73,2.03,4803.79,2.71,125.52,0.75
165535a,3/04/2017 20:52,-21.608,S,114.4,E,-21.608,S,114.4,E,93,-23.88,1.14,4804.93,7.31,125.83,0.16
165535a,3/04/2017 21:31,-21.602,S,114.391,E,-21.602,S,114.391,E,93,-28.84,1.15,4806.08,0.65,125.86,1.76
165535a,3/04/2017 22:26,-21.588,S,114.418,E,-21.588,S,114.418,E,93,-49.87,3.2,4809.28,0.9,125.89,3.54
165535a,3/04/2017 23:05,-21.594,S,114.456,E,-21.594,S,114.456,E,93,-32.39,3.99,4813.27,0.65,125.92,6.12
